NCES_ID,metro,metroname,name,SD6870,city,zip,county,stateab,G1_READ_D,NREAD1_D,G2_READ_D,NREAD2_D,G4_READ_D,NREAD4_D,G8_READ_D,NREAD8_D,G9_READ_D,NREAD9_D,G10_READ_D,NREAD10_D,G12_READ_D,NREAD12_D,GHS_READ_D,NHSREAD_D,G1_MATH_D,NMATH1_D,G2_MATH_D,NMATH2_D,G4_MATH_D,NMATH4_D,G8_MATH_D,NMATH8_D,G9_MATH_D,NMATH9_D,G10_MATH_D,NMATH10_D,G12_MATH_D,NMATH12_D,GHS_MATH_D,NMATHHS_D,G3_READ_D,NREAD3_D,G3_MATH_D,NMATH3_D,G5_READ_D,NREAD5_D,G5_MATH_D,NMATH5_D,G6_READ_D,NREAD6_D,G6_MATH_D,NMATH6_D,G7_READ_D,NREAD7_D,G7_MATH_D,NMATH7_D,G11_READ_D,NREAD11_D,G11_MATH_D,NMATH11_D
3176080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176170, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176290, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176380, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176410, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176450, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176460, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176470, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176620, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176650, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176710, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176860,7720,"Sioux City, IA--NE",SO SIOUX CITY COMMUNITY SCHS,SOUTH SIOUX CITY 011,SO SIOUX CITY,NE68776,DAKOTA,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176890, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3176980, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177340, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177550, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3177730, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178030,5920,"Omaha, NE--IA",VALLEY PUBLIC SCHOOLS,VALLEY 033,VALLEY,NE68064,DOUGLAS,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178260, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178360,5920,"Omaha, NE--IA",WATERLOO PUBLIC SCHOOLS, ,WATERLOO,NE68069, ,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178450, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178540,5920,"Omaha, NE--IA",WEEPING WATER PUBLIC SCHOOLS, ,WEEPING WATER,NE68463, ,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178660,5920,"Omaha, NE--IA",WESTSIDE COMMUNITY SCHOOLS,WESTSIDE VIA OMAHA 066,OMAHA,NE68114,DOUGLAS,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178670, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178810, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178930, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178940, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3178990, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3179050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3179080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180030,5920,"Omaha, NE--IA",EDUCATIONAL SERVICE UNIT 3, ,OMAHA,NE68128, ,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180040, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180070, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180090, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3180180,4360,"Lincoln, NE",ATTENTION CENTER-AIR PARK, ,LINCOLN,NE68501, ,NE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3200001.1,6720,"Reno, NV",STATE-SPONSORED CHARTER SCHOOLS MULTIMETRO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3200001.2,4120,"Las Vegas, NV--AZ",STATE-SPONSORED CHARTER SCHOOLS MULTIMETRO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3200030, , , , , , , , , , , , , , ,382,93, , ,404,65.78, , , , , , , , , , ,382,89, , ,404,74.7, , , , ,362,77.35,362,72.26,328,79.84,328,79.3, , , , , , , , , , , , 
3200060,4120,"Las Vegas, NV--AZ",CLARK COUNTY SCHOOL DISTRICT,CLARK COUNTY,LAS VEGAS,NV89121,CLARK,NV, , , , , , ,21161,39.65, , ,18571,51.52, , , , , , , , , , ,21161,44.77, , ,18571,50.35, , , , ,22371,45.43,22371,47.84,22010,44.06,22010,47.37, , , , , , , , , , , , 
3200090, , , , , , , , , , , , , , ,634,90.99, , ,618,82.84, , , , , , , , , , ,634,87.15, , ,618,87.94, , , , ,464,74.71,464,65.94,548,76.89,548,69.98, , , , , , , , , , , , 
3200120, , , , , , , , , , , , , , ,818,64.21, , ,694,76.56, , , , , , , , , , ,818,52.69, , ,694,77.74, , , , ,631,54.51,631,46.59,621,58.65,621,58.26, , , , , , , , , , , , 
3200150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3200180, , , , , , , , , , , , , , ,8,89, , , , , , , , , , , , , , ,8,99, , , , , , , , , , , , ,15,98,15,99, , , , , , , , , , , , 
3200210, , , , , , , , , , , , , , ,291,47.09, , ,275,58.31, , , , , , , , , , ,291,55.87, , ,275,63.75, , , , ,252,63.27,252,54.6,12,17,12,12, , , , , , , , , , , , 
3200240, , , , , , , , , , , , , , ,99,85, , ,97,62, , , , , , , , , , ,99,76, , ,97,79, , , , ,74,69,74,54, , , , , , , , , , , , , , , , 
3200270, , , , , , , , , , , , , , ,79,68.76, , ,74,77.41, , , , , , , , , , ,79,79.2, , ,74,77.41, , , , ,72,60.74,72,53.43,42,73.88,42,54.76, , , , , , , , , , , , 
3200300, , , , , , , , , , , , , , ,664,69.43, , ,616,65.92, , , , , , , , , , ,664,62.63, , ,616,62.46, , , , ,559,55.18,559,42.36,396,67.49,396,61.71, , , , , , , , , , , , 
3200330, , , , , , , , , , , , , , ,57,47, , ,50,34, , , , , , , , , , ,57,42, , ,50,33, , , , ,59,47.34,59,48.69,3,24,3,43, , , , , , , , , , , , 
3200360,4120,"Las Vegas, NV--AZ",NYE COUNTY SCHOOL DISTRICT, ,ROUND MOUNTAIN,NV89049, ,NV, , , , , , ,357,61.38, , ,445,47.93, , , , , , , , , , ,357,40.57, , ,445,55.25, , , , ,392,57.02,392,51.07,425,58.32,425,49.71, , , , , , , , , , , , 
3200370, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3200390, , , , , , , , , , , , , , ,744,68.72, , ,749,69.17, , , , , , , , , , ,744,66, , ,749,80.33, , , , ,655,50.16,655,49.29,654,57.9,654,50.37, , , , , , , , , , , , 
3200420, , , , , , , , , , , , , , ,70,60, , ,70,7, , , , , , , , , , ,70,80, , ,70,20, , , , ,53,61,53,35,57,64,57,18, , , , , , , , , , , , 
3200450, , , , , , , , , , , , , , ,52,88, , ,34,80, , , , , , , , , , ,52,68, , ,34,96, , , , ,35,85.4,35,62.77,44,85.18,44,75.27, , , , , , , , , , , , 
3200480,6720,"Reno, NV",WASHOE COUNTY SCHOOL DISTRICT,WASHOE COUNTY,RENO,NV89520,WASHOE,NV, , , , , , ,4966,65.24, , ,4577,61.4, , , , , , , , , , ,4966,68.57, , ,4577,69.01, , , , ,4914,54.18,4914,57.81,4836,59.24,4836,58.25, , , , , , , , , , , , 
3200510, , , , , , , , , , , , , , ,124,54.24, , ,115,88.3, , , , , , , , , , ,124,46.87, , ,115,87.17, , , , ,88,50.38,88,37.63,86,43.4,86,44.72, , , , , , , , , , , , 
3300003, , , , , , , , , , , , , , , , , , ,212,41, , , , , , , , , , , , , , ,212,60, , , , , , , , , , , , , , , , , , , , , , , , 
3300017,6450,"Portsmouth--Rochester, NH--ME",EXETER REGION COOP SCHOOL DISTRICT, ,STRATHAM,NH03833, ,NH, , , , , , , , , , ,352,74, , , , , , , , , , , , , , ,352,76, , , , , , , , , , , , ,462,79,462,71, , , , , , , , 
3300031,4160,"Lawrence, MA--NH",SEACOAST CHARTER SCHOOL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3300049, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3300616,6450,"Portsmouth--Rochester, NH--ME",MILTON SCHOOL DISTRICT, ,MILTON,NH03887, ,NH, , , , , , , , , , ,48,67, , , , , , , , , , , , , , ,48,7, , , , ,47,17,47,24, , , , ,42,48,42,10, , , , , , , , 
3301380,4760,"Manchester, NH",ALLENSTOWN SCHOOL DISTRICT, ,ALLENSTOWN,NH03275, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,20,72,21, , , , ,67,39,67,40, , , , , , , , 
3301440, , , , , , , , , , , , , , , , , , ,53,93, , , , , , , , , , , , , , ,53,91, , , , ,63,42,63,61, , , , ,72,72,72,64, , , , , , , , 
3301470,5350,"Nashua, NH",AMHERST SCHOOL DISTRICT,AMHERST,AMHERST,NH03031,HILLSBOROUGH,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,180,85,180,89, , , , ,190,97,190,91, , , , , , , , 
3301500,4760,"Manchester, NH",ANDOVER SCHOOL DISTRICT, ,ANDOVER,NH03303, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,58,25,65, , , , ,38,51,38,57, , , , , , , , 
3301560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,65,18,41, , , , ,14,48,14,35, , , , , , , , 
3301590,6450,"Portsmouth--Rochester, NH--ME",AUBURN SCHOOL DISTRICT,AUBURN,AUBURN,NH03106,ROCKINGHAM,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90,76,90,61, , , , ,71,76,71,73, , , , , , , , 
3301620, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,37,50,38, , , , ,57,76,57,78, , , , , , , , 
3301650,6450,"Portsmouth--Rochester, NH--ME",BARRINGTON SCHOOL DISTRICT, ,BARRINGTON,NH03825, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,96,22,96,21, , , , ,133,29,133,24, , , , , , , , 
3301680, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,58,33,51, , , , ,31,87,31,68, , , , , , , , 
3301710, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3301740,4760,"Manchester, NH",BEDFORD SCHOOL DISTRICT,BEDFORD,BEDFORD,NH03110,HILLSBOROUGH,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,305,87.5,305,89.13, , , , ,316,87,316,91, , , , , , , , 
3301860, , , , , , , , , , , , , , , , , , ,149,26, , , , , , , , , , , , , , ,149,23, , , , ,99,19.46,99,21.66, , , , ,122,27,122,31, , , , , , , , 
3301890, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,48,25,75, , , , ,37,22,37,31, , , , , , , , 
3301950,4560,"Lowell, MA--NH",BOW SCHOOL DISTRICT,BOW,BOW,NH03304,HILLSBOROUGH,NH, , , , , , , , , , ,156,87, , , , , , , , , , , , , , ,156,82, , , , ,127,88,127,81, , , , ,155,96,155,86, , , , , , , , 
3302010,6450,"Portsmouth--Rochester, NH--ME",BRENTWOOD SCHOOL DISTRICT, ,EXETER,NH03833, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53,78,53,81, , , , , , , , , , , , , , , , 
3302070,5350,"Nashua, NH",BROOKLINE SCHOOL DISTRICT, ,BROOKLINE,NH03049, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,79,85,79,75, , , , ,107,82,107,71, , , , , , , , 
3302100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,34,27,21, , , , ,45,68,45,28, , , , , , , , 
3302130,4760,"Manchester, NH",CANDIA SCHOOL DISTRICT,CANDIA,CANDIA,NH03106,ROCKINGHAM,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,42,46,30, , , , ,56,54,56,66, , , , , , , , 
3302250,6450,"Portsmouth--Rochester, NH--ME",CHESTER SCHOOL DISTRICT, ,CHESTER,NH03042, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85,24,85,24, , , , ,77,89,77,57, , , , , , , , 
3302280, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,48,45,65, , , , ,46,65,46,40, , , , , , , , 
3302310,4760,"Manchester, NH",CHICHESTER SCHOOL DISTRICT, ,CHICHESTER,NH03275, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,18,31,36, , , , ,37,17,37,31, , , , , , , , 
3302340, , , , , , , , , , , , , , , , , , ,166,58, , , , , , , , , , , , , , ,166,46, , , , ,146,29.04,146,20.01, , , , ,146,20,146,23, , , , , , , , 
3302400, , , , , , , , , , , , , , , , , , ,48,58, , , , , , , , , , , , , , ,48,70, , , , ,38,68,38,45, , , , ,37,39,37,50, , , , , , , , 
3302460,4760,"Manchester, NH",CONCORD SCHOOL DISTRICT,CONCORD,CONCORD,NH03301,MERRIMACK,NH, , , , , , , , , , ,462,79, , , , , , , , , , , , , , ,462,79, , , , ,369,43.26,369,47.8, , , , ,409,45,409,53, , , , , , , , 
3302480,4560,"Lowell, MA--NH",CONTOOCOOK VALLEY SCHOOL DISTRICT,CONTOOCOOK VALLEY REG,ANTRIM,NH03458,HILLSBOROUGH,NH, , , , , , , , , , ,304,67, , , , , , , , , , , , , , ,304,46, , , , ,197,58.02,197,39.34, , , , ,239,56.61,239,51.26, , , , , , , , 
3302490, , , , , , , , , , , , , , , , , , ,237,58, , , , , , , , , , , , , , ,237,51, , , , ,119,64.02,119,60.66, , , , ,131,54.91,131,69.36, , , , , , , , 
3302520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,24,14,30, , , , , , , , , , , , , , , , 
3302550, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3302580,4760,"Manchester, NH",DEERFIELD SCHOOL DISTRICT, ,DEERFIELD,NH03275, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,29,50,38, , , , ,70,24,70,26, , , , , , , , 
3302610,4160,"Lawrence, MA--NH",DERRY SCHOOL DISTRICT, ,DERRY,NH03038, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,547,50.59,547,50.61, , , , ,596,40.76,596,40.04, , , , , , , , 
3302640,6450,"Portsmouth--Rochester, NH--ME",DOVER SCHOOL DISTRICT,DOVER,DOVER,NH03820,STRAFFORD,NH, , , , , , , , , , ,358,46, , , , , , , , , , , , , , ,358,41, , , , ,260,72.85,260,60.2, , , , ,285,61,285,53, , , , , , , , 
3302670, , , , , , , , , , , , , , , , , , ,190,97, , , , , , , , , , , , , , ,190,97, , , , , , , , , , , , ,85,98,85,89, , , , , , , , 
3302760,4760,"Manchester, NH",DUNBARTON SCHOOL DISTRICT, ,DUNBARTON,NH03045, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38,45,38,65, , , , ,21,20,21,60, , , , , , , , 
3302790,6450,"Portsmouth--Rochester, NH--ME",EAST KINGSTON SCHOOL DISTRICT, ,EAST KINGSTON,NH03833, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,85,35,75, , , , , , , , , , , , , , , , 
3302880,6450,"Portsmouth--Rochester, NH--ME",EPPING SCHOOL DISTRICT,EPPING,EPPING,NH03042,ROCKINGHAM,NH, , , , , , , , , , ,118,79, , , , , , , , , , , , , , ,118,55, , , , ,72,29,72,84, , , , ,98,25,98,21, , , , , , , , 
3302910,4760,"Manchester, NH",EPSOM SCHOOL DISTRICT, ,EPSOM,NH03275, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,53,45,58, , , , ,62,82,62,73, , , , , , , , 
3302940, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3302970,6450,"Portsmouth--Rochester, NH--ME",EXETER SCHOOL DISTRICT,EXETER,EXETER,NH03833,ROCKINGHAM,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,174,91,174,94, , , , , , , , , , , , , , , , 
3302990, , , , , , , , , , , , , , , , , , ,179,19, , , , , , , , , , , , , , ,179,17, , , , ,131,26.19,131,19.98, , , , ,151,36.5,151,30.06, , , , , , , , 
3303000,6450,"Portsmouth--Rochester, NH--ME",FARMINGTON SCHOOL DISTRICT,FARMINGTON,FARMINGTON,NH03835,STRAFFORD,NH, , , , , , , , , , ,112,16, , , , , , , , , , , , , , ,112,3, , , , ,90,15,90,34, , , , ,112,3,112,1, , , , , , , , 
3303090,4760,"Manchester, NH",FRANKLIN SCHOOL DISTRICT,FRANKLIN,FRANKLIN,NH03235,MERRIMACK,NH, , , , , , , , , , ,114,11, , , , , , , , , , , , , , ,114,20, , , , ,92,3,92,16, , , , ,110,6,110,17, , , , , , , , 
3303120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,34,12,51, , , , ,14,57,14,94, , , , , , , , 
3303150,6450,"Portsmouth--Rochester, NH--ME",FREMONT SCHOOL DISTRICT, ,FREMONT,NH03042, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,81,46,70, , , , ,57,24,57,5, , , , , , , , 
3303180, , , , , , , , , , , , , , , , , , ,132,53, , , , , , , , , , , , , , ,132,34, , , , ,91,48,91,61, , , , ,114,72,114,60, , , , , , , , 
3303210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,88,42,81, , , , ,43,35,43,53, , , , , , , , 
3303240,4760,"Manchester, NH",GOFFSTOWN SCHOOL DISTRICT,GOFFSTOWN,GOFFSTOWN,NH03045,HILLSBOROUGH,NH, , , , , , , , , , ,325,46, , , , , , , , , , , , , , ,325,57, , , , ,193,44.32,193,38.16, , , , ,208,45,208,38, , , , , , , , 
3303270, , , , , , , , , , , , , , , , , , ,51,87, , , , , , , , , , , , , , ,51,95, , , , ,33,20,33,51, , , , ,47,91,47,86, , , , , , , , 
3303276,5350,"Nashua, NH",MASON SCHOOL DISTRICT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3303300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,68,18,51, , , , ,18,32,18,35, , , , , , , , 
3303330, , , , , , , , , , , , , , , , , , ,269,74, , , , , , , , , , , , , , ,269,60, , , , ,197,58.2,197,53.93, , , , ,245,49.83,245,64.2, , , , , , , , 
3303360, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,91,29,91, , , , ,29,87,29,68, , , , , , , , 
3303420,6450,"Portsmouth--Rochester, NH--ME",GREENLAND SCHOOL DISTRICT, ,GREENLAND,NH03840, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,31,30,51, , , , ,57,95,57,86, , , , , , , , 
3303480,4160,"Lawrence, MA--NH",HAMPSTEAD SCHOOL DISTRICT,HAMPSTEAD,HAMPSTEAD,NH03865,ROCKINGHAM,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,124,81,124,45, , , , ,129,93,129,86, , , , , , , , 
3303510,6450,"Portsmouth--Rochester, NH--ME",HAMPTON SCHOOL DISTRICT,HAMPTON,HAMPTON,NH03842,ROCKINGHAM,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,143,58,143,45, , , , ,173,45,173,53, , , , , , , , 
3303540,6450,"Portsmouth--Rochester, NH--ME",HAMPTON FALLS SCHOOL DISTRICT, ,HAMPTON FALLS,NH03842, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,45,22,97, , , , ,26,91,26,97, , , , , , , , 
3303600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94,91,94,81, , , , , , , , , , , , , , , , 
3303630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,97,16,99, , , , , , , , 
3303660, , , , , , , , , , , , , , , , , , ,79,84, , , , , , , , , , , , , , ,79,66, , , , ,51,22,51,24, , , , ,46,27,46,20, , , , , , , , 
3303690,4560,"Lowell, MA--NH",HENNIKER SCHOOL DISTRICT, ,HENNIKER,NH03242, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,81,43,70, , , , ,65,76,65,80, , , , , , , , 
3303720,4760,"Manchester, NH",HILL SCHOOL DISTRICT, ,HILL,NH03235, ,NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,24,15,41, , , , ,14,82,14,44, , , , , , , , 
3303750,4560,"Lowell, MA--NH",HILLSBORO DEERING COOP SCHOOL DISTRICT, ,HILLSBORO,NH03244, ,NH, , , , , , , , , , ,157,53, , , , , , , , , , , , , , ,157,46, , , , ,96,39,96,51, , , , ,139,25,139,10, , , , , , , , 
3303780, , , , , , , , , , , , , , , , , , ,63,3, , , , , , , , , , , , , , ,63,15, , , , ,47,27,47,10, , , , ,80,15,80,10, , , , , , , , 
